apt_id,ttp_id
Earth Lusca,T1016
Earth Lusca,T1018
Earth Lusca,T1027
Earth Lusca,T1027.003
Earth Lusca,T1033
Earth Lusca,T1036.005
Earth Lusca,T1047
Earth Lusca,T1049
Earth Lusca,T1053
Earth Lusca,T1057
Earth Lusca,T1059.001
Earth Lusca,T1059.005
Earth Lusca,T1059.006
Earth Lusca,T1059.007
Earth Lusca,T1090
Earth Lusca,T1098.004
Earth Lusca,T1112
Earth Lusca,T1140
Earth Lusca,T1189
Earth Lusca,T1190
Earth Lusca,T1204.001
Earth Lusca,T1204.002
Earth Lusca,T1210
Earth Lusca,T1218.005
Earth Lusca,T1482
Earth Lusca,T1543.003
Earth Lusca,T1547.012
Earth Lusca,T1548.002
Earth Lusca,T1560.001
Earth Lusca,T1566.002
Earth Lusca,T1567.002
Earth Lusca,T1574.001
Earth Lusca,T1583.001
Earth Lusca,T1583.004
Earth Lusca,T1583.006
Earth Lusca,T1584.004
Earth Lusca,T1584.006
Earth Lusca,T1588.001
Earth Lusca,T1588.002
Earth Lusca,T1595.002
Earth Lusca,T1608.001
Elderwood,T1027.002
Elderwood,T1027.013
Elderwood,T1105
Elderwood,T1189
Elderwood,T1203
Elderwood,T1204.001
Elderwood,T1204.002
Elderwood,T1566.001
Elderwood,T1566.002
Ember Bear,T1003
Ember Bear,T1003.001
Ember Bear,T1003.002
Ember Bear,T1003.004
Ember Bear,T1005
Ember Bear,T1018
Ember Bear,T1021
Ember Bear,T1036
Ember Bear,T1036.005
Ember Bear,T1046
Ember Bear,T1047
Ember Bear,T1053.005
Ember Bear,T1059.001
Ember Bear,T1070.004
Ember Bear,T1071.004
Ember Bear,T1078.001
Ember Bear,T1090.003
Ember Bear,T1095
Ember Bear,T1110
Ember Bear,T1110.003
Ember Bear,T1112
Ember Bear,T1114
Ember Bear,T1119
Ember Bear,T1125
Ember Bear,T1133
Ember Bear,T1190
Ember Bear,T1195
Ember Bear,T1203
Ember Bear,T1210
Ember Bear,T1491.002
Ember Bear,T1505.003
Ember Bear,T1550.002
Ember Bear,T1552.001
Ember Bear,T1560
Ember Bear,T1561.002
Ember Bear,T1562.001
Ember Bear,T1567.002
Ember Bear,T1570
Ember Bear,T1571
Ember Bear,T1572
Ember Bear,T1583
Ember Bear,T1583.003
Ember Bear,T1585
Ember Bear,T1588.001
Ember Bear,T1588.005
Ember Bear,T1595.001
Ember Bear,T1595.002
Ember Bear,T1654
Equation,T1120
Equation,T1480.001
Equation,T1542.002
Equation,T1564.005
Evilnum,T1059.007
Evilnum,T1070.004
Evilnum,T1105
Evilnum,T1204.001
Evilnum,T1219.002
Evilnum,T1497.001
Evilnum,T1539
Evilnum,T1548.002
Evilnum,T1555
Evilnum,T1566.002
Evilnum,T1574.001
FIN10,T1021.001
FIN10,T1033
FIN10,T1053.005
FIN10,T1059.001
FIN10,T1059.003
FIN10,T1070.004
FIN10,T1078
FIN10,T1078.003
FIN10,T1547.001
FIN10,T1570
FIN10,T1588.002
FIN13,T1003.001
FIN13,T1003.002
FIN13,T1003.003
FIN13,T1005
FIN13,T1016
FIN13,T1016.001
FIN13,T1021.001
FIN13,T1021.002
FIN13,T1021.004
FIN13,T1021.006
FIN13,T1036
FIN13,T1036.004
FIN13,T1036.005
FIN13,T1046
FIN13,T1047
FIN13,T1049
FIN13,T1053.005
FIN13,T1056.001
FIN13,T1059.001
FIN13,T1059.003
FIN13,T1059.005
FIN13,T1069
FIN13,T1071.001
FIN13,T1074.001
FIN13,T1078.001
FIN13,T1082
FIN13,T1083
FIN13,T1087
FIN13,T1087.002
FIN13,T1090.001
FIN13,T1098.007
FIN13,T1105
FIN13,T1133
FIN13,T1134.003
FIN13,T1135
FIN13,T1136.001
FIN13,T1140
FIN13,T1190
FIN13,T1505.003
FIN13,T1547.001
FIN13,T1550.002
FIN13,T1552.001
FIN13,T1556
FIN13,T1560.001
FIN13,T1564.001
FIN13,T1565
FIN13,T1572
FIN13,T1574.001
FIN13,T1587.001
FIN13,T1588.002
FIN13,T1589
FIN13,T1590.004
FIN13,T1657
FIN4,T1056.001
FIN4,T1056.002
FIN4,T1059.005
FIN4,T1071.001
FIN4,T1078
FIN4,T1090.003
FIN4,T1114.002
FIN4,T1204.001
FIN4,T1204.002
FIN4,T1564.008
FIN4,T1566.001
FIN4,T1566.002
FIN5,T1018
FIN5,T1059
FIN5,T1070.001
FIN5,T1070.004
FIN5,T1074.001
FIN5,T1078
FIN5,T1090.002
FIN5,T1110
FIN5,T1119
FIN5,T1133
FIN5,T1588.002
FIN6,T1003.001
FIN6,T1003.003
FIN6,T1005
FIN6,T1018
FIN6,T1021.001
FIN6,T1027.010
FIN6,T1036.004
FIN6,T1046
FIN6,T1047
FIN6,T1048.003
FIN6,T1053.005
FIN6,T1059
FIN6,T1059.001
FIN6,T1059.003
FIN6,T1059.007
FIN6,T1068
FIN6,T1070.004
FIN6,T1074.002
FIN6,T1078
FIN6,T1087.002
FIN6,T1095
FIN6,T1102
FIN6,T1110.002
FIN6,T1119
FIN6,T1134
FIN6,T1204.002
FIN6,T1213
FIN6,T1547.001
FIN6,T1553.002
FIN6,T1555
FIN6,T1555.003
FIN6,T1560
FIN6,T1560.003
FIN6,T1562.001
FIN6,T1566.001
FIN6,T1566.003
FIN6,T1569.002
FIN6,T1572
FIN6,T1573.002
FIN6,T1588.002
FIN7,T1005
FIN7,T1008
FIN7,T1021.001
FIN7,T1021.004
FIN7,T1021.005
FIN7,T1027.010
FIN7,T1027.016
FIN7,T1033
FIN7,T1036.004
FIN7,T1036.005
FIN7,T1047
FIN7,T1053.005
FIN7,T1059
FIN7,T1059.001
FIN7,T1059.003
FIN7,T1059.005
FIN7,T1059.007
FIN7,T1069.002
FIN7,T1071.004
FIN7,T1078
FIN7,T1078.003
FIN7,T1091
FIN7,T1102.002
FIN7,T1105
FIN7,T1113
FIN7,T1125
FIN7,T1190
FIN7,T1195.002
FIN7,T1204.001
FIN7,T1204.002
FIN7,T1210
FIN7,T1218.005
FIN7,T1218.011
FIN7,T1219
FIN7,T1486
FIN7,T1497.002
FIN7,T1543.003
FIN7,T1546.011
FIN7,T1547.001
FIN7,T1553.002
FIN7,T1558.003
FIN7,T1559.002
FIN7,T1566.001
FIN7,T1566.002
FIN7,T1567.002
FIN7,T1571
FIN7,T1583.001
FIN7,T1583.006
FIN7,T1587.001
FIN7,T1588.002
FIN7,T1608.001
FIN7,T1608.004
FIN7,T1674
FIN8,T1003.001
FIN8,T1016.001
FIN8,T1018
FIN8,T1021.001
FIN8,T1021.002
FIN8,T1027.010
FIN8,T1033
FIN8,T1047
FIN8,T1048.003
FIN8,T1053.005
FIN8,T1055.004
FIN8,T1059.001
FIN8,T1059.003
FIN8,T1068
FIN8,T1070.001
FIN8,T1070.004
FIN8,T1071.001
FIN8,T1074.002
FIN8,T1078
FIN8,T1082
FIN8,T1102
FIN8,T1105
FIN8,T1112
FIN8,T1134.001
FIN8,T1204.001
FIN8,T1204.002
FIN8,T1482
FIN8,T1486
FIN8,T1518.001
FIN8,T1546.003
FIN8,T1560.001
FIN8,T1566.001
FIN8,T1566.002
FIN8,T1573.002
FIN8,T1588.002
FIN8,T1588.003
Ferocious Kitten,T1036.002
Ferocious Kitten,T1036.005
Ferocious Kitten,T1204.002
Ferocious Kitten,T1566.001
Ferocious Kitten,T1583.001
Ferocious Kitten,T1588.002
Fox Kitten,T1003.001
Fox Kitten,T1003.003
Fox Kitten,T1005
Fox Kitten,T1012
Fox Kitten,T1018
Fox Kitten,T1021.001
Fox Kitten,T1021.002
Fox Kitten,T1021.004
Fox Kitten,T1021.005
Fox Kitten,T1027.010
Fox Kitten,T1027.013
Fox Kitten,T1036.004
Fox Kitten,T1036.005
Fox Kitten,T1039
Fox Kitten,T1046
Fox Kitten,T1053.005
Fox Kitten,T1059
Fox Kitten,T1059.001
Fox Kitten,T1059.003
Fox Kitten,T1078
Fox Kitten,T1083
Fox Kitten,T1087.001
Fox Kitten,T1087.002
Fox Kitten,T1090
Fox Kitten,T1102
Fox Kitten,T1105
Fox Kitten,T1110
Fox Kitten,T1136.001
Fox Kitten,T1190
Fox Kitten,T1210
Fox Kitten,T1213.005
Fox Kitten,T1217
Fox Kitten,T1505.003
Fox Kitten,T1530
Fox Kitten,T1546.008
Fox Kitten,T1552.001
Fox Kitten,T1555.005
Fox Kitten,T1560.001
Fox Kitten,T1572
Fox Kitten,T1585
Fox Kitten,T1585.001
GALLIUM,T1003.001
GALLIUM,T1003.002
GALLIUM,T1005
GALLIUM,T1016
GALLIUM,T1018
GALLIUM,T1027
GALLIUM,T1027.002
GALLIUM,T1027.005
GALLIUM,T1033
GALLIUM,T1036.003
GALLIUM,T1041
GALLIUM,T1047
GALLIUM,T1049
GALLIUM,T1053.005
GALLIUM,T1059.001
GALLIUM,T1059.003
GALLIUM,T1074.001
GALLIUM,T1078
GALLIUM,T1090.002
GALLIUM,T1105
GALLIUM,T1133
GALLIUM,T1136.002
GALLIUM,T1190
GALLIUM,T1505.003
GALLIUM,T1550.002
GALLIUM,T1553.002
GALLIUM,T1560.001
GALLIUM,T1570
GALLIUM,T1574.001
GALLIUM,T1583.004
GALLIUM,T1588.002
GCMAN,T1021.004
GCMAN,T1021.005
GOLD SOUTHFIELD,T1027.010
GOLD SOUTHFIELD,T1059.001
GOLD SOUTHFIELD,T1113
GOLD SOUTHFIELD,T1133
GOLD SOUTHFIELD,T1190
GOLD SOUTHFIELD,T1195.002
GOLD SOUTHFIELD,T1199
GOLD SOUTHFIELD,T1219
GOLD SOUTHFIELD,T1566
Gallmaker,T1027
Gallmaker,T1059.001
Gallmaker,T1204.002
Gallmaker,T1559.002
Gallmaker,T1560.001
Gallmaker,T1566.001
Gamaredon Group,T1001
Gamaredon Group,T1005
Gamaredon Group,T1016.001
Gamaredon Group,T1020
Gamaredon Group,T1021.005
Gamaredon Group,T1025
Gamaredon Group,T1027
Gamaredon Group,T1027.004
Gamaredon Group,T1027.010
Gamaredon Group,T1027.016
Gamaredon Group,T1033
Gamaredon Group,T1036.005
Gamaredon Group,T1039
Gamaredon Group,T1041
Gamaredon Group,T1047
Gamaredon Group,T1053.005
Gamaredon Group,T1057
Gamaredon Group,T1059.001
Gamaredon Group,T1059.003
Gamaredon Group,T1059.005
Gamaredon Group,T1070.004
Gamaredon Group,T1071.001
Gamaredon Group,T1080
Gamaredon Group,T1082
Gamaredon Group,T1083
Gamaredon Group,T1102
Gamaredon Group,T1102.003
Gamaredon Group,T1105
Gamaredon Group,T1106
Gamaredon Group,T1112
Gamaredon Group,T1113
Gamaredon Group,T1119
Gamaredon Group,T1120
Gamaredon Group,T1137
Gamaredon Group,T1140
Gamaredon Group,T1204.001
Gamaredon Group,T1204.002
Gamaredon Group,T1218.005
Gamaredon Group,T1218.011
Gamaredon Group,T1221
Gamaredon Group,T1480
Gamaredon Group,T1491.001
Gamaredon Group,T1534
Gamaredon Group,T1547.001
Gamaredon Group,T1559.001
Gamaredon Group,T1561.001
Gamaredon Group,T1562.001
Gamaredon Group,T1564.003
Gamaredon Group,T1566.001
Gamaredon Group,T1568
Gamaredon Group,T1568.001
Gamaredon Group,T1583.001
Gamaredon Group,T1583.003
Gamaredon Group,T1588.002
Gamaredon Group,T1608.001
Gorgon Group,T1055.002
Gorgon Group,T1055.012
Gorgon Group,T1059.001
Gorgon Group,T1059.003
Gorgon Group,T1059.005
Gorgon Group,T1105
Gorgon Group,T1106
Gorgon Group,T1112
Gorgon Group,T1140
Gorgon Group,T1204.002
Gorgon Group,T1547.001
Gorgon Group,T1547.009
Gorgon Group,T1562.001
Gorgon Group,T1564.003
Gorgon Group,T1566.001
Gorgon Group,T1588.002
Group5,T1027.013
Group5,T1056.001
Group5,T1070.004
Group5,T1113
HAFNIUM,T1003.001
HAFNIUM,T1003.003
HAFNIUM,T1005
HAFNIUM,T1016
HAFNIUM,T1016.001
HAFNIUM,T1018
HAFNIUM,T1033
HAFNIUM,T1057
HAFNIUM,T1059.001
HAFNIUM,T1059.003
HAFNIUM,T1068
HAFNIUM,T1070.001
HAFNIUM,T1071.001
HAFNIUM,T1078.003
HAFNIUM,T1078.004
HAFNIUM,T1083
HAFNIUM,T1095
HAFNIUM,T1098
HAFNIUM,T1105
HAFNIUM,T1110.003
HAFNIUM,T1114.002
HAFNIUM,T1119
HAFNIUM,T1132.001
HAFNIUM,T1136.002
HAFNIUM,T1190
HAFNIUM,T1199
HAFNIUM,T1213.002
HAFNIUM,T1218.011
HAFNIUM,T1505.003
HAFNIUM,T1530
HAFNIUM,T1550.001
HAFNIUM,T1555.006
HAFNIUM,T1560.001
HAFNIUM,T1564.001
HAFNIUM,T1567.002
HAFNIUM,T1583.003
HAFNIUM,T1583.005
HAFNIUM,T1583.006
HAFNIUM,T1584.005
HAFNIUM,T1589.002
HAFNIUM,T1590
HAFNIUM,T1590.005
HAFNIUM,T1592.004
HAFNIUM,T1593.003
HEXANE,T1010
HEXANE,T1016
HEXANE,T1016.001
HEXANE,T1018
HEXANE,T1021.001
HEXANE,T1027.010
HEXANE,T1033
HEXANE,T1049
HEXANE,T1053.005
HEXANE,T1056.001
HEXANE,T1057
HEXANE,T1059.001
HEXANE,T1059.005
HEXANE,T1069.001
HEXANE,T1082
HEXANE,T1102.002
HEXANE,T1105
HEXANE,T1110
HEXANE,T1110.003
HEXANE,T1204.002
HEXANE,T1518
HEXANE,T1534
HEXANE,T1546.003
HEXANE,T1555
HEXANE,T1555.003
HEXANE,T1567.002
HEXANE,T1583.001
HEXANE,T1583.002
HEXANE,T1585.001
HEXANE,T1585.002
HEXANE,T1586.002
HEXANE,T1588.002
HEXANE,T1589
HEXANE,T1589.002
HEXANE,T1591.004
HEXANE,T1608.001
Higaisa,T1001.003
Higaisa,T1016
Higaisa,T1027.001
Higaisa,T1027.013
Higaisa,T1027.015
Higaisa,T1029
Higaisa,T1036.004
Higaisa,T1041
Higaisa,T1053.005
Higaisa,T1057
Higaisa,T1059.003
Higaisa,T1059.005
Higaisa,T1059.007
Higaisa,T1071.001
Higaisa,T1082
Higaisa,T1090.001
Higaisa,T1106
Higaisa,T1124
Higaisa,T1140
Higaisa,T1203
Higaisa,T1204.002
Higaisa,T1220
Higaisa,T1547.001
Higaisa,T1564.003
Higaisa,T1566.001
Higaisa,T1573.001
Higaisa,T1574.001
INC Ransom,T1021.001
INC Ransom,T1036.005
INC Ransom,T1046
INC Ransom,T1047
INC Ransom,T1049
INC Ransom,T1059.003
INC Ransom,T1069.002
INC Ransom,T1070.004
INC Ransom,T1071
INC Ransom,T1074
INC Ransom,T1078
INC Ransom,T1087.002
INC Ransom,T1105
INC Ransom,T1135
INC Ransom,T1190
INC Ransom,T1219
INC Ransom,T1486
INC Ransom,T1537
INC Ransom,T1560.001
INC Ransom,T1562.001
INC Ransom,T1566
INC Ransom,T1569.002
INC Ransom,T1570
INC Ransom,T1588.002
INC Ransom,T1657
Inception,T1005
Inception,T1027.013
Inception,T1057
Inception,T1059.001
Inception,T1059.005
Inception,T1069.002
Inception,T1071.001
Inception,T1082
Inception,T1083
Inception,T1090.003
Inception,T1102
Inception,T1203
Inception,T1204.002
Inception,T1218.005
Inception,T1218.010
Inception,T1221
Inception,T1518
Inception,T1547.001
Inception,T1555.003
Inception,T1566.001
Inception,T1573.001
Inception,T1588.002
IndigoZebra,T1105
IndigoZebra,T1204.002
IndigoZebra,T1566.001
IndigoZebra,T1583.001
IndigoZebra,T1583.006
IndigoZebra,T1586.002
IndigoZebra,T1588.002
Indrik Spider,T1003.001
Indrik Spider,T1007
Indrik Spider,T1012
Indrik Spider,T1018
Indrik Spider,T1021.001
Indrik Spider,T1021.004
Indrik Spider,T1036.005
Indrik Spider,T1047
Indrik Spider,T1059.001
Indrik Spider,T1059.003
Indrik Spider,T1059.007
Indrik Spider,T1070.001
Indrik Spider,T1074.001
Indrik Spider,T1078
Indrik Spider,T1078.002
Indrik Spider,T1105
Indrik Spider,T1112
Indrik Spider,T1136
Indrik Spider,T1136.001
Indrik Spider,T1204.002
Indrik Spider,T1484.001
Indrik Spider,T1486
Indrik Spider,T1489
Indrik Spider,T1552.001
Indrik Spider,T1555.005
Indrik Spider,T1558.003
Indrik Spider,T1562.001
Indrik Spider,T1567.002
Indrik Spider,T1583
Indrik Spider,T1584.004
Indrik Spider,T1585.002
Indrik Spider,T1587.001
Indrik Spider,T1590
Ke3chang,T1003.001
Ke3chang,T1003.002
Ke3chang,T1003.003
Ke3chang,T1003.004
Ke3chang,T1005
Ke3chang,T1007
Ke3chang,T1016
Ke3chang,T1018
Ke3chang,T1020
Ke3chang,T1021.002
Ke3chang,T1027
Ke3chang,T1033
Ke3chang,T1036.002
Ke3chang,T1036.005
Ke3chang,T1041
Ke3chang,T1049
Ke3chang,T1056.001
Ke3chang,T1057
Ke3chang,T1059
Ke3chang,T1059.003
Ke3chang,T1069.002
Ke3chang,T1071.001
Ke3chang,T1071.004
Ke3chang,T1078
Ke3chang,T1078.004
Ke3chang,T1082
Ke3chang,T1083
Ke3chang,T1087.001
Ke3chang,T1087.002
Ke3chang,T1105
Ke3chang,T1114.002
Ke3chang,T1119
Ke3chang,T1133
Ke3chang,T1140
Ke3chang,T1190
Ke3chang,T1213.002
Ke3chang,T1543.003
Ke3chang,T1547.001
Ke3chang,T1558.001
Ke3chang,T1560
Ke3chang,T1560.001
Ke3chang,T1569.002
Ke3chang,T1583.005
Ke3chang,T1587.001
Ke3chang,T1588.002
Ke3chang,T1614.001
Kimsuky,T1003.001
Kimsuky,T1005
Kimsuky,T1007
Kimsuky,T1012
Kimsuky,T1016
Kimsuky,T1021.001
Kimsuky,T1027
Kimsuky,T1027.002
Kimsuky,T1036.004
Kimsuky,T1036.005
Kimsuky,T1040
Kimsuky,T1041
Kimsuky,T1053.005
Kimsuky,T1055
Kimsuky,T1055.012
Kimsuky,T1056.001
Kimsuky,T1057
Kimsuky,T1059.001
Kimsuky,T1059.003
Kimsuky,T1059.005
Kimsuky,T1059.006
Kimsuky,T1059.007
Kimsuky,T1070.004
Kimsuky,T1070.006
Kimsuky,T1071.001
Kimsuky,T1071.002
Kimsuky,T1071.003
Kimsuky,T1074.001
Kimsuky,T1078.003
Kimsuky,T1082
Kimsuky,T1083
Kimsuky,T1098.007
Kimsuky,T1102.001
Kimsuky,T1102.002
Kimsuky,T1105
Kimsuky,T1111
Kimsuky,T1112
Kimsuky,T1113
Kimsuky,T1114.002
Kimsuky,T1114.003
Kimsuky,T1133
Kimsuky,T1136.001
Kimsuky,T1140
Kimsuky,T1176.001
Kimsuky,T1185
Kimsuky,T1190
Kimsuky,T1204.001
Kimsuky,T1204.002
Kimsuky,T1205
Kimsuky,T1218.005
Kimsuky,T1218.010
Kimsuky,T1218.011
Kimsuky,T1219.002
Kimsuky,T1505.003
Kimsuky,T1518.001
Kimsuky,T1534
Kimsuky,T1539
Kimsuky,T1543.003
Kimsuky,T1546.001
Kimsuky,T1547.001
Kimsuky,T1550.002
Kimsuky,T1552.001
Kimsuky,T1553.002
Kimsuky,T1555.003
Kimsuky,T1557
Kimsuky,T1560.001
Kimsuky,T1560.003
Kimsuky,T1562.001
Kimsuky,T1562.004
Kimsuky,T1564.002
Kimsuky,T1564.003
Kimsuky,T1566
Kimsuky,T1566.001
Kimsuky,T1566.002
Kimsuky,T1567.002
Kimsuky,T1583
Kimsuky,T1583.001
Kimsuky,T1583.004
Kimsuky,T1583.006
Kimsuky,T1584.001
Kimsuky,T1585
Kimsuky,T1585.001
Kimsuky,T1585.002
Kimsuky,T1586.002
Kimsuky,T1587
Kimsuky,T1587.001
Kimsuky,T1588.002
Kimsuky,T1588.003
Kimsuky,T1588.005
Kimsuky,T1589.002
Kimsuky,T1589.003
Kimsuky,T1591
Kimsuky,T1593
Kimsuky,T1593.001
Kimsuky,T1593.002
Kimsuky,T1594
Kimsuky,T1596
Kimsuky,T1598
Kimsuky,T1598.003
Kimsuky,T1608.001
Kimsuky,T1620
Kimsuky,T1656
Kimsuky,T1657
LAPSUS$,T1003.003
LAPSUS$,T1003.006
LAPSUS$,T1005
LAPSUS$,T1068
LAPSUS$,T1069.002
LAPSUS$,T1078
LAPSUS$,T1078.004
LAPSUS$,T1087.002
LAPSUS$,T1090
LAPSUS$,T1098.003
LAPSUS$,T1111
LAPSUS$,T1114.003
LAPSUS$,T1133
LAPSUS$,T1136.003
LAPSUS$,T1199
LAPSUS$,T1204
LAPSUS$,T1213.001
LAPSUS$,T1213.002
LAPSUS$,T1213.003
LAPSUS$,T1213.005
LAPSUS$,T1485
LAPSUS$,T1489
LAPSUS$,T1531
LAPSUS$,T1552.008
LAPSUS$,T1555.003
LAPSUS$,T1555.005
LAPSUS$,T1578.002
LAPSUS$,T1578.003
LAPSUS$,T1583.003
LAPSUS$,T1584.002
LAPSUS$,T1586.002
LAPSUS$,T1588.001
LAPSUS$,T1588.002
LAPSUS$,T1589
LAPSUS$,T1589.001
LAPSUS$,T1589.002
LAPSUS$,T1591.002
LAPSUS$,T1591.004
LAPSUS$,T1593.003
LAPSUS$,T1597.002
LAPSUS$,T1598.004
LAPSUS$,T1621
LAPSUS$,T1656
Lazarus Group,T1001.003
Lazarus Group,T1005
Lazarus Group,T1008
Lazarus Group,T1010
Lazarus Group,T1012
Lazarus Group,T1016
Lazarus Group,T1021.001
Lazarus Group,T1021.002
Lazarus Group,T1021.004
Lazarus Group,T1027.007
Lazarus Group,T1027.009
Lazarus Group,T1027.013
Lazarus Group,T1033
Lazarus Group,T1036.003
Lazarus Group,T1036.004
Lazarus Group,T1036.005
Lazarus Group,T1041
Lazarus Group,T1046
Lazarus Group,T1047
Lazarus Group,T1048.003
Lazarus Group,T1049
Lazarus Group,T1053.005
Lazarus Group,T1055.001
Lazarus Group,T1056.001
Lazarus Group,T1057
Lazarus Group,T1059.001
Lazarus Group,T1059.003
Lazarus Group,T1059.005
Lazarus Group,T1070
Lazarus Group,T1070.003
Lazarus Group,T1070.004
Lazarus Group,T1070.006
Lazarus Group,T1071.001
Lazarus Group,T1074.001
Lazarus Group,T1078
Lazarus Group,T1082
Lazarus Group,T1083
Lazarus Group,T1090.001
Lazarus Group,T1090.002
Lazarus Group,T1098
Lazarus Group,T1102.002
Lazarus Group,T1104
Lazarus Group,T1105
Lazarus Group,T1106
Lazarus Group,T1110.003
Lazarus Group,T1124
Lazarus Group,T1132.001
Lazarus Group,T1134.002
Lazarus Group,T1140
Lazarus Group,T1189
Lazarus Group,T1202
Lazarus Group,T1203
Lazarus Group,T1204.002
Lazarus Group,T1218
Lazarus Group,T1218.005
Lazarus Group,T1218.011
Lazarus Group,T1485
Lazarus Group,T1489
Lazarus Group,T1491.001
Lazarus Group,T1529
Lazarus Group,T1542.003
Lazarus Group,T1543.003
Lazarus Group,T1547.001
Lazarus Group,T1547.009
Lazarus Group,T1553.002
Lazarus Group,T1557.001
Lazarus Group,T1560
Lazarus Group,T1560.002
Lazarus Group,T1560.003
Lazarus Group,T1561.001
Lazarus Group,T1561.002
Lazarus Group,T1562.001
Lazarus Group,T1562.004
Lazarus Group,T1564.001
Lazarus Group,T1566.001
Lazarus Group,T1566.002
Lazarus Group,T1566.003
Lazarus Group,T1571
Lazarus Group,T1573.001
Lazarus Group,T1574.001
Lazarus Group,T1574.013
Lazarus Group,T1583.001
Lazarus Group,T1583.006
Lazarus Group,T1584.004
Lazarus Group,T1585.001
Lazarus Group,T1585.002
Lazarus Group,T1587.001
Lazarus Group,T1588.002
Lazarus Group,T1588.004
Lazarus Group,T1589.002
Lazarus Group,T1591
Lazarus Group,T1620
LazyScripter,T1027.010
LazyScripter,T1036
LazyScripter,T1059.001
LazyScripter,T1059.003
LazyScripter,T1059.005
LazyScripter,T1059.007
LazyScripter,T1071.004
LazyScripter,T1102
LazyScripter,T1105
LazyScripter,T1204.001
LazyScripter,T1204.002
LazyScripter,T1218.005
LazyScripter,T1218.011
LazyScripter,T1547.001
LazyScripter,T1566.001
LazyScripter,T1566.002
LazyScripter,T1583.001
LazyScripter,T1583.006
LazyScripter,T1588.001
LazyScripter,T1608.001
Leafminer,T1003.001
Leafminer,T1003.004
Leafminer,T1003.005
Leafminer,T1018
Leafminer,T1027.010
Leafminer,T1046
Leafminer,T1055.013
Leafminer,T1059.007
Leafminer,T1083
Leafminer,T1110.003
Leafminer,T1114.002
Leafminer,T1136.001
Leafminer,T1189
Leafminer,T1552.001
Leafminer,T1555
Leafminer,T1555.003
Leafminer,T1588.002
Leviathan,T1003
Leviathan,T1003.001
Leviathan,T1021.001
Leviathan,T1021.004
Leviathan,T1027.001
Leviathan,T1027.003
Leviathan,T1027.013
Leviathan,T1027.015
Leviathan,T1041
Leviathan,T1047
Leviathan,T1055.001
Leviathan,T1059.001
Leviathan,T1059.005
Leviathan,T1074.001
Leviathan,T1074.002
Leviathan,T1078
Leviathan,T1090.003
Leviathan,T1102.003
Leviathan,T1105
Leviathan,T1133
Leviathan,T1140
Leviathan,T1189
Leviathan,T1190
Leviathan,T1197
Leviathan,T1203
Leviathan,T1204.001
Leviathan,T1204.002
Leviathan,T1218.010
Leviathan,T1505.003
Leviathan,T1534
Leviathan,T1546.003
Leviathan,T1547.001
Leviathan,T1547.009
Leviathan,T1553.002
Leviathan,T1559.002
Leviathan,T1560
Leviathan,T1566.001
Leviathan,T1566.002
Leviathan,T1567.002
Leviathan,T1572
Leviathan,T1583.001
Leviathan,T1584.004
Leviathan,T1584.008
Leviathan,T1585.001
Leviathan,T1585.002
Leviathan,T1586.001
Leviathan,T1586.002
Leviathan,T1587.004
Leviathan,T1589.001
Leviathan,T1595.002
Lotus Blossom,T1012
Lotus Blossom,T1016
Lotus Blossom,T1016.001
Lotus Blossom,T1018
Lotus Blossom,T1046
Lotus Blossom,T1047
Lotus Blossom,T1049
Lotus Blossom,T1074.001
Lotus Blossom,T1083
Lotus Blossom,T1087.001
Lotus Blossom,T1087.002
Lotus Blossom,T1090.001
Lotus Blossom,T1090.003
Lotus Blossom,T1112
Lotus Blossom,T1134
Lotus Blossom,T1482
Lotus Blossom,T1539
Lotus Blossom,T1543.003
Lotus Blossom,T1560.001
Lotus Blossom,T1560.003
Lotus Blossom,T1588.002
LuminousMoth,T1005
LuminousMoth,T1030
LuminousMoth,T1033
LuminousMoth,T1036.005
LuminousMoth,T1041
LuminousMoth,T1053.005
LuminousMoth,T1071.001
LuminousMoth,T1083
LuminousMoth,T1091
LuminousMoth,T1105
LuminousMoth,T1112
LuminousMoth,T1204.001
LuminousMoth,T1539
LuminousMoth,T1547.001
LuminousMoth,T1553.002
LuminousMoth,T1557.002
LuminousMoth,T1560
LuminousMoth,T1564.001
LuminousMoth,T1566.002
LuminousMoth,T1567.002
LuminousMoth,T1574.001
LuminousMoth,T1587.001
LuminousMoth,T1588.001
LuminousMoth,T1588.002
LuminousMoth,T1588.004
LuminousMoth,T1608.001
LuminousMoth,T1608.004
LuminousMoth,T1608.005
Machete,T1036.005
Machete,T1053.005
Machete,T1059.003
Machete,T1059.005
Machete,T1059.006
Machete,T1189
Machete,T1204.001
Machete,T1204.002
Machete,T1218.007
Machete,T1566.001
Machete,T1566.002
Magic Hound,T1003.001
Magic Hound,T1005
Magic Hound,T1016
Magic Hound,T1016.001
Magic Hound,T1016.002
Magic Hound,T1018
Magic Hound,T1021.001
Magic Hound,T1027.010
Magic Hound,T1027.013
Magic Hound,T1033
Magic Hound,T1036.004
Magic Hound,T1036.005
Magic Hound,T1036.010
Magic Hound,T1046
Magic Hound,T1047
Magic Hound,T1049
Magic Hound,T1053.005
Magic Hound,T1056.001
Magic Hound,T1057
Magic Hound,T1059.001
Magic Hound,T1059.003
Magic Hound,T1059.005
Magic Hound,T1070.003
Magic Hound,T1070.004
Magic Hound,T1071
Magic Hound,T1071.001
